,R1,R2
154,1.0034730480762786,1.0014527377321625
155,1.0034676530286364,1.002524882088213
156,1.0026788433728526,1.0018498776404605
157,1.0034655131508763,1.0029790473222158
158,1.0007593542755218,1.0030625745120567
159,1.0040140750798807,1.0018196457509305
160,1.0034660758303493,1.002864288163428
161,1.0034686705959386,1.0023339162460052
162,1.003461090424936,1.0038746492417436
163,1.0021264513565034,1.0048262780216042
164,1.0047037188053405,1.001804280802129
165,1.00346866633822,1.0023389951022055
166,1.0030119370526829,1.0027598346770914
167,1.0034722237203,1.0016136988155417
168,1.0034697672549755,1.0021103363050057
169,1.0004032590259848,1.002772908734712
170,1.0003962042410797,1.0030213428864305
171,1.0007960792195392,1.0018314883248123
172,1.0017421656154792,1.0018303888518856
173,1.0013882713024025,1.0018307987905033
174,1.0013654910570828,1.0018308111494658
175,1.0013548491831927,1.001830820737582
176,1.0012842607468158,1.0018309052827
177,1.0030490752900505,1.0018288607540216
178,1.0002385564162521,1.0018321434521509
179,1.001404683877174,1.0018307731241334
180,1.001393808348002,1.00183077747558
181,1.001416234267345,1.0018307471500865
182,1.0013335670080892,1.0018308520217758
183,1.0030291890171652,1.0018288854664716
184,1.0004803719919433,1.0018318607697243
185,1.0015996811042744,1.0018305551246753
186,1.0005420478986409,1.001831798882343
187,1.0016095260680402,1.0018305437120258
188,1.0013255292900147,1.0018308731043748
189,1.0030447903631694,1.0018289240552245
190,1.000177250516796,1.0018322164331828
191,1.000997589085978,1.0018312564892113
192,1.0017516520914664,1.0018303722393727
193,1.0013801443456356,1.0018308084216927
194,1.0014251336697904,1.0018307364752528
195,1.0014350991536691,1.0018307282955599
196,1.001350751015663,1.0018308286800406
197,1.0029487543351077,1.0018290150879738
198,1.0003557384040753,1.0018320071205014
199,1.0013138450825556,1.001830888464955
